county,date,allbed_mean,allbed_lower,allbed_upper,ICUbed_mean,ICUbed_lower,ICUbed_upper,InvVen_mean,InvVen_lower,InvVen_upper,admis_mean,admis_lower,admis_upper,newICU_mean,newICU_lower,newICU_upper,bedover_mean,bedover_lower,bedover_upper,icuover_mean,icuover_lower,icuover_upper,deaths_mean,deaths_lower,deaths_upper,totdea_mean,totdea_lower,totdea_upper,deaths_mean_smoothed,deaths_lower_smoothed,deaths_upper_smoothed,totdea_mean_smoothed,totdea_lower_smoothed,totdea_upper_smoothed,mobility_data_type,mobility_composite,total_tests_data_type,total_tests,confirmed_infections,est_infections_mean,est_infections_lower,est_infections_upper
California,2020-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000280032187942701,0.000280032187942701,0.000280032187942701,0.00105149292759507,0.00105149292759507,0.00105149292759507,observed,0.737947439155089,observed,15.2935304989562,0,8.10336750054601,3.84926511290286,15.1231332234994
California,2020-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037792311035111,0.00037792311035111,0.00037792311035111,0.00142941603794618,0.00142941603794618,0.00142941603794618,observed,0.754696975833085,observed,16.730804852721,0,10.8751932944442,5.1952131747437,20.1869611083952
California,2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00051003384090866,0.00051003384090866,0.00051003384090866,0.00193944987885484,0.00193944987885484,0.00193944987885484,observed,0.723991995793906,observed,18.3024382871945,0,14.5309612642487,7.00367829524621,26.7654048967439
California,2020-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00068832664217141,0.00068832664217141,0.00068832664217141,0.00262777652102625,0.00262777652102625,0.00262777652102625,observed,0.724193038333777,observed,19.982035816344,0,19.31330532188,9.40489532203614,35.1676502294824
California,2020-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00092894544545999,0.00092894544545999,0.00092894544545999,0.00355672196648624,0.00355672196648624,0.00355672196648624,observed,0.812605153926178,observed,21.7417672502049,0,25.519831031549,12.6346712931062,45.6182380196088
California,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00125367764559595,0.00125367764559595,0.00125367764559595,0.00481039961208219,0.00481039961208219,0.00481039961208219,observed,0.975192180821356,observed,23.5609394489597,0,33.5202723202303,16.8511022959471,59.326171569468
California,2020-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00169192689875987,0.00169192689875987,0.00169192689875987,0.00650232651084206,0.00650232651084206,0.00650232651084206,observed,1.17159542636157,observed,25.428616284908,0,43.7639006688475,22.3648393553245,76.6967669955332
California,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00228337555620115,0.00228337555620115,0.00228337555620115,0.00878570206704321,0.00878570206704321,0.00878570206704321,observed,1.36964905451796,observed,27.3406837879065,1.99999999999999,56.7902071063453,29.5087516594604,98.5998845424561
California,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00308157781168799,0.00308157781168799,0.00308157781168799,0.0118672798787312,0.0118672798787312,0.0118672798787312,observed,1.55492042318975,observed,29.2954681080802,5.00000000000001,73.2402882187067,38.6915553555509,125.566149315033
California,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041588089148869,0.0041588089148869,0.0041588089148869,0.0160260887936181,0.0160260887936181,0.0160260887936181,observed,1.7216779034993,observed,31.2918149346851,0,93.8676699248899,50.3694153200274,159.341504008185
California,2020-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056126095371851,0.0056126095371851,0.0056126095371851,0.0216386983308032,0.0216386983308032,0.0216386983308032,observed,1.84945842481343,observed,33.3304707080348,0,119.5478254023,65.5152237665895,201.210824728655
California,2020-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007574617869256,0.007574617869256,0.007574617869256,0.0292133162000592,0.0292133162000592,0.0292133162000592,observed,1.91342418392095,observed,35.4170060996173,0,151.285472819537,84.3851990953807,250.654803904732
California,2020-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102224891793876,0.0102224891793876,0.0102224891793876,0.0394358053794468,0.0394358053794468,0.0394358053794468,observed,1.89518026905678,observed,37.5661347733685,0,190.218573245306,108.401110408079,310.794937180076
California,2020-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137959821253019,0.0137959821253019,0.0137959821253019,0.0532317875047487,0.0532317875047487,0.0532317875047487,observed,1.79006436202724,observed,39.8154293337715,1.00000000000001,237.617807892543,137.963720039589,384.195619529827
California,2020-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186186684038341,0.0186186684038341,0.0186186684038341,0.0718504559085828,0.0718504559085828,0.0718504559085828,observed,1.60890651223223,observed,42.266153710121,0,294.880246808163,174.300207976562,469.820303869266
California,2020-02-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251272315055051,0.0251272315055051,0.0251272315055051,0.0969776874140879,0.0969776874140879,0.0969776874140879,observed,1.37019979778565,observed,45.1699373317901,0.999999999999996,363.515921175248,218.533070535246,572.563023809738
California,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339110075202441,0.0339110075202441,0.0339110075202441,0.130888694934332,0.130888694934332,0.130888694934332,observed,1.09800036306364,observed,49.0611694588554,0,445.126154154204,271.052542802644,693.279753780389
California,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045765348339122,0.045765348339122,0.045765348339122,0.176654043273454,0.176654043273454,0.176654043273454,observed,0.82409699726356,observed,54.9180882532337,9,541.372832023323,333.455766979263,832.506323539203
California,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061763639189131,0.061763639189131,0.061763639189131,0.238417682462585,0.238417682462585,0.238417682462585,observed,0.562935367299495,observed,64.3456585850942,4.00000000000002,653.938133073452,410.203642646479,993.911474536755
California,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.083268366907301,0.083268366907301,0.083268366907301,0.321686049369886,0.321686049369886,0.321686049369886,observed,0.303681437211175,observed,79.7965722090508,9.99999999999998,784.475374224851,499.288279317044,1181.06956296252
California,2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.111665438028421,0.111665438028421,0.111665438028421,0.433351487398307,0.433351487398307,0.433351487398307,observed,0.0118846599331945,observed,104.758348476056,16,934.551383132013,604.540811391676,1391.30209954674
